UserID,Gender,Age Group, Top 6 most preferred dishes,laksa,Chili Crab,Char Kway Teow,hainanese chicken rice,Sliced Fish Soup,Fish and Chips,Chinese Economy Rice,Japanese Bento,Curry laksa,Yu Sheng,Duck Rice,Fish Head Curry,Bak Kut Teh,Hokkien Mee,Kway Chap,Roti Prata,Black Pepper Crab,Roti John,Cereal Prawn,Beef Kway Teow,Katong laksa,Sambal Stingray,Crab Bee Hoon Soup,Satay,sum
1,Female,15 - 24,"Sliced Fish Soup, Japanese Bento,Curry laksa, Duck Rice, Hokkien Mee, Crab Bee Hoon Soup",0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6
2,Male,15 - 24,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Bak Kut Teh, Hokkien Mee, Cereal Prawn",0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6
3,Male,15 - 24,"Char Kway Teow, Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Roti Prata, Roti John",0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6
4,Female,15 - 24,"Laksa , Hainanese Chicken Rice, Japanese Bento,Curry laksa, Bak Kut Teh, Kway Chap",1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6
5,Female,15 - 24,"Fish and Chips, Japanese Bento, Duck Rice, Hokkien Mee, Black Pepper Crab, Cereal Prawn",0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,6
6,Male,15 - 24,"Hainanese Chicken Rice, Sliced Fish Soup, Duck Rice, Bak Kut Teh, Hokkien Mee, Kway Chap",0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,6
7,Male,15 - 24,"Chili Crab, Hokkien Mee, Kway Chap, katong laksa, Sambal Stingray, Crab Bee Hoon Soup",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,6
8,Female,15 - 24,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento,Curry laksa, Duck Rice, Hokkien Mee",0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
9,Male,15 - 24,"Laksa , Chili Crab, Hainanese Chicken Rice, Fish and Chips, Hokkien Mee, Roti Prata",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
10,Male,15 - 24,"Char Kway Teow, Hainanese Chicken Rice, Fish and Chips, Chinese Economy Rice, Hokkien Mee, Roti Prata",0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
11,Female,15 - 24,"Fish and Chips, Japanese Bento, Duck Rice, Bak Kut Teh, Hokkien Mee, Satay",0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,6
12,Female,15 - 24,"Sliced Fish Soup, Japanese Bento, Duck Rice, Fish Head Curry, Hokkien Mee, Roti Prata",0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,6
13,Male,15 - 24,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Bak Kut Teh, Sambal Stingray, Satay",0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6
14,Female,15 - 24,"Laksa , Hainanese Chicken Rice, Fish and Chips, Roti Prata, Black Pepper Crab, Satay",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,6
15,Male,15 - 24,"Laksa , Fish and Chips, Chinese Economy Rice, Japanese Bento, Roti Prata, Satay",1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
16,Male,15 - 24,"Char Kway Teow, Hainanese Chicken Rice, Bak Kut Teh, Cereal Prawn, Sambal Stingray, Crab Bee Hoon Soup",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,6
17,Female,15 - 24,"Laksa ,Curry laksa, Bak Kut Teh, Hokkien Mee, Roti Prata, Satay",1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,6
18,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Hokkien Mee, Roti Prata, Beef Kway Teow",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6
19,Female,14 and below,"Laksa , Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Hokkien Mee, Roti Prata",1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
20,Male,15 - 24,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento,Curry laksa, Roti Prata, Satay",0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
21,Male,15 - 24,"Fish and Chips, Chinese Economy Rice, Japanese Bento, Hokkien Mee, Black Pepper Crab, Roti John",0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6
22,Female,14 and below,"Hainanese Chicken Rice, Bak Kut Teh, Hokkien Mee, Kway Chap, Roti Prata, Satay",0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,6
23,Female,15 - 24,"Chili Crab, Hainanese Chicken Rice, Fish and Chips,Curry laksa, Fish Head Curry, Roti Prata",0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6
24,Female,25 - 54,"Laksa , Hainanese Chicken Rice, Sliced Fish Soup, Kway Chap, Roti Prata, Sambal Stingray",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,6
25,Male,25 - 54,"Laksa , Chili Crab, Duck Rice, Bak Kut Teh, Kway Chap, Roti Prata",1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,6
26,Male,25 - 54,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Bak Kut Teh, Hokkien Mee, Katong laksa ",0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6
27,Female,25 - 54,"Chili Crab, Fish Head Curry, Black Pepper Crab, Cereal Prawn, Sambal Stingray, Crab Bee Hoon Soup",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,6
28,Female,14 and below,"Fish and Chips, Japanese Bento, Duck Rice, Bak Kut Teh, Roti Prata, Satay",0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,6
29,Male,14 and below,"Laksa , Fish and Chips,Curry laksa, Bak Kut Teh, Roti Prata, Katong laksa ",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
30,Female,15 - 24,"Chili Crab, Hainanese Chicken Rice, Hokkien Mee, Roti Prata, Cereal Prawn, Sambal Stingray",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,6
31,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Chinese Economy Rice, Japanese Bento, Hokkien Mee, Roti Prata",0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
32,Male,14 and below,"Hainanese Chicken Rice, Chinese Economy Rice, Japanese Bento,Curry laksa, Bak Kut Teh, Roti Prata",0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
33,Female,14 and below,"Hainanese Chicken Rice, Sliced Fish Soup, Fish and Chips,Curry laksa, Yu Sheng, Roti Prata",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
34,Female,14 and below,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Fish and Chips, Japanese Bento, Roti Prata",0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
35,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Hokkien Mee, Roti Prata, Sambal Stingray, Satay",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,6
36,Female,15 - 24,"Hainanese Chicken Rice, Sliced Fish Soup, Hokkien Mee, Roti Prata, Cereal Prawn, Sambal Stingray",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,6
37,Male,25 - 54,"Laksa , Hainanese Chicken Rice, Japanese Bento,Curry laksa, Roti John, Katong laksa ",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
38,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Kway Chap, Roti Prata, Satay",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6
39,Female,14 and below,"Chinese Economy Rice, Yu Sheng, Duck Rice, Hokkien Mee, Roti Prata, Roti John",0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,6
40,Male,15 - 24,"Hainanese Chicken Rice,Curry laksa, Duck Rice, Hokkien Mee, Cereal Prawn, Satay",0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,6
41,Male,15 - 24,"Laksa , Chili Crab,Curry laksa, Roti Prata, Black Pepper Crab, Cereal Prawn",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,6
42,Male,25 - 54,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Fish and Chips, Chinese Economy Rice",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
43,Female,15 - 24,"Char Kway Teow, Fish and Chips, Japanese Bento, Bak Kut Teh, Hokkien Mee, Katong laksa ",0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6
44,Female,15 - 24,"Laksa , Chili Crab, Char Kway Teow, Bak Kut Teh, Hokkien Mee, Cereal Prawn",1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6
45,Female,25 - 54,"Sliced Fish Soup,Curry laksa, Fish Head Curry, Sambal Stingray, Crab Bee Hoon Soup, Satay",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,6
46,Male,25 - 54,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Fish and Chips, Chinese Economy Rice",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
47,Male,55 - 64,"Chili Crab, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Kway Chap, Sambal Stingray",0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6
48,Male,25 - 54,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Hokkien Mee, Roti Prata, Sambal Stingray",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,6
49,Male,25 - 54,"Chili Crab, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Hokkien Mee, Roti Prata",0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
50,Male,55 - 64,"Char Kway Teow, Hainanese Chicken Rice, Chinese Economy Rice, Bak Kut Teh, Hokkien Mee, Kway Chap",0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6
51,Male,15 - 24,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice,Curry laksa, Bak Kut Teh",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
52,Female,55 - 64,"Laksa , Chili Crab, Fish Head Curry, Kway Chap, katong laksa, Crab Bee Hoon Soup",1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,6
53,Female,15 - 24,"Hainanese Chicken Rice, Chinese Economy Rice, Hokkien Mee, Roti Prata, Cereal Prawn, Satay",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,6
54,Female,15 - 24,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Fish and Chips, Duck Rice",1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
55,Female,25 - 54,"Sliced Fish Soup, Fish and Chips, Hokkien Mee, Kway Chap, Roti Prata, Cereal Prawn",0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,6
56,Female,15 - 24,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Fish and Chips, Japanese Bento",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
57,Female,15 - 24,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Fish Head Curry, Hokkien Mee",1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
58,Female,15 - 24,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
59,Female,15 - 24,"Laksa , Chili Crab, Char Kway Teow, Fish and Chips, Japanese Bento, Duck Rice",1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
60,Female,15 - 24,"Laksa , Sliced Fish Soup, Japanese Bento,Curry laksa, Duck Rice, Fish Head Curry",1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
61,Female,15 - 24,"Hainanese Chicken Rice, Fish and Chips, Chinese Economy Rice, Duck Rice, Fish Head Curry, Hokkien Mee",0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6
62,Male,55 - 64,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Fish and Chips, Black Pepper Crab",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
63,Female,15 - 24,"Japanese Bento, Hokkien Mee, Roti John, Cereal Prawn, Sambal Stingray, Satay",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,6
64,Male,15 - 24,"Fish and Chips, Duck Rice, Bak Kut Teh, Roti Prata, Cereal Prawn, Crab Bee Hoon Soup",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,6
65,Female,15 - 24,"Laksa , Hainanese Chicken Rice, Yu Sheng, Bak Kut Teh, Kway Chap, Roti Prata",1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6
66,Female,55 - 64,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Fish and Chips",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
67,Male,15 - 24,"Laksa , Hainanese Chicken Rice, Chinese Economy Rice, Bak Kut Teh, katong laksa, Satay",1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,6
68,Male,15 - 24,"Fish and Chips, Japanese Bento, Yu Sheng, Hokkien Mee, Kway Chap, Cereal Prawn",0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6
69,Female,25 - 54,"Hainanese Chicken Rice, Sliced Fish Soup,Curry laksa, Bak Kut Teh, Kway Chap, Sambal Stingray",0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6
70,Male,55 - 64,"Char Kway Teow, Sliced Fish Soup, Duck Rice, Hokkien Mee, Beef Kway Teow, Satay",0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,6
71,Female,15 - 24,"Fish and Chips, Hokkien Mee, Cereal Prawn, katong laksa, Sambal Stingray, Satay",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,6
72,Male,15 - 24,"Laksa , Char Kway Teow, Fish and Chips, Yu Sheng, Bak Kut Teh, Hokkien Mee",1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
73,Female,25 - 54,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice,Curry laksa, Duck Rice, Fish Head Curry",0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
74,Male,55 - 64,"Chili Crab, Char Kway Teow, Beef Kway Teow, katong laksa, Sambal Stingray, Satay",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,6
75,Female,15 - 24,"Laksa , Fish and Chips, Japanese Bento, Yu Sheng, Roti Prata, Beef Kway Teow",1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6
76,Female,15 - 24,"Laksa , Hainanese Chicken Rice, Japanese Bento, Roti Prata, Roti John, Katong laksa ",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6
77,Female,25 - 54,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Hokkien Mee, Satay",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
78,Female,15 - 24,"Chili Crab, Japanese Bento, Duck Rice, Bak Kut Teh, Kway Chap, Sambal Stingray",0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,6
79,Female,25 - 54,"Char Kway Teow, Fish and Chips, Japanese Bento, Bak Kut Teh, Hokkien Mee, Satay",0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6
80,Female,15 - 24,"Laksa , Hainanese Chicken Rice,Curry laksa, Fish Head Curry, Bak Kut Teh, Hokkien Mee",1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
81,Female,15 - 24,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Fish Head Curry, Bak Kut Teh, Hokkien Mee",0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
82,Male,25 - 54,"Laksa , Chili Crab, Sliced Fish Soup, Duck Rice, katong laksa, Sambal Stingray",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,6
83,Male,15 - 24,"Chili Crab, Duck Rice, Fish Head Curry, Hokkien Mee, Kway Chap, Roti Prata",0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,6
84,Male,25 - 54,"Chili Crab, Hainanese Chicken Rice,Curry laksa, Bak Kut Teh, Black Pepper Crab, Sambal Stingray",0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6
85,Male,25 - 54,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Crab Bee Hoon Soup",0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
86,Male,25 - 54,"Char Kway Teow, Hainanese Chicken Rice, Duck Rice, Fish Head Curry, Sambal Stingray, Satay",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,6
87,Male,15 - 24,"Chili Crab, Chinese Economy Rice, Japanese Bento, Bak Kut Teh, Hokkien Mee, Black Pepper Crab",0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,6
88,Male,15 - 24,"Chili Crab, Sliced Fish Soup, Bak Kut Teh, Hokkien Mee, Cereal Prawn, Sambal Stingray",0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,6
89,Female,25 - 54,"Bak Kut Teh, Kway Chap, Black Pepper Crab, Sambal Stingray, Crab Bee Hoon Soup, Satay",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,6
90,Male,25 - 54,"Laksa , Hainanese Chicken Rice,Curry laksa, Yu Sheng, Hokkien Mee, Black Pepper Crab",1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6
